Token_ID	Token_Text	Embedding_Vector
0	!	-0.110103,-0.039267,0.033108,0.133826,-0.048476,-0.078918,-0.239774,-0.089474,0.025255,-0.107397,-0.181145,-0.067154,0.073914,-0.016131,0.011662,0.124496,-0.001963,-0.081503,0.033778,0.236479,-0.077094,-0.034552,-0.023407,-0.092770,0.133633,-0.066103,-0.050176,0.046405,-0.070965,-0.090733,0.042812,-0.088276,0.097773,-0.138142,-0.140344,-0.125640,-0.317383,-0.109158,-0.070847,0.058407,0.007898,-0.029746,0.143010,0.031137,-0.031280,0.110170,0.054944,-0.058925,0.035598,-0.153254,0.015507,0.072158,0.027719,0.074660,0.134442,-0.120465,0.073460,0.132074,-0.081152,0.090484,-0.101561,-0.031801,0.075770,-0.026173,-0.177745,0.005604,-0.027483,-0.237826,0.177629,0.134643,0.025456,0.092345,0.011524,-0.008702,-0.172241,-0.021203,-0.007132,0.181552,0.044082,-0.132320,-0.051770,0.125839,0.003134,-0.024966,0.075446,0.046427,-0.203847,-0.211799,0.148905,0.032461,-0.069528,0.018461,0.025883,0.005157,0.082476,-0.030313,-0.050877,0.107973,-0.004102,0.072734,-0.079695,-0.071656,-0.151032,-0.049262,-0.018729,0.111128,-0.057040,-0.154998,0.034637,-0.007802,-0.028783,-0.185014,-0.044886,0.122351,0.004521,0.042003,0.252548,0.025061,-0.105176,0.248972,0.004404,-0.060401,0.054186,-0.081150,0.065480,0.007933,-0.058909,-0.056703,0.003452,-0.017040,0.145224,-0.058785,0.023918,0.126050,-0.010737,-0.148670,0.079653,0.065002,0.346517,-0.041038,-0.171605,0.091625,0.117863,0.045274,-0.071615,-0.134403,-0.029960,0.197298,-0.055200,0.085742,-0.007332,-0.011093,-0.063009,-0.156948,0.000044,-0.016666,0.065562,-0.109912,-0.048620,-0.104708,-0.086037,-0.034725,0.055467,-0.007142,-0.033804,-0.063066,-0.071277,0.166508,0.002436,-0.038798,0.118531,-0.060735,-0.080287,0.020051,0.024760,-0.029060,0.408714,-0.003436,0.015666,0.008719,0.036806,-0.058686,0.050568,0.022303,0.026074,0.030044,0.108559,0.054271,-0.011485,-0.013249,-0.034294,0.149171,-0.027654,-0.033843,0.086916,0.099146,-0.063963,-0.042026,0.069346,0.050288,0.048356,0.059436,0.028662,0.072914,-0.134946,0.006081,-0.078744,0.220958,-0.080342,-0.045004,0.022359,0.093279,0.126211,-0.184724,-0.197901,0.005509,-0.033463,-0.015088,-0.132792,0.038630,0.017160,0.084716,0.119583,0.001343,-0.050427,-0.006263,0.065105,0.141725,-0.048299,-0.018803,-0.149135,0.022873,-0.170096,-0.142917,0.004073,-0.128439,-0.053142,0.101534,-0.120294,-0.127445,-0.067966,0.014490,0.041670,0.152252,0.007480,0.089218,-0.125447,0.015248,0.153845,0.055106,0.152998,-0.058635,0.110595,0.065180,0.043578,-0.037659,0.019174,0.101625,0.073393,-0.039101,0.065878,-0.088858,0.054263,-0.113792,-0.003494,-0.039190,-0.215543,-0.018800,0.039101,0.062023,0.164523,-0.128873,-0.046402,0.112674,0.060487,-0.119629,0.059746,0.083203,-0.002515,0.009937,-0.053293,0.006562,-0.025560,-0.034614,0.063118,0.024430,0.055635,-0.020455,-0.051772,0.086986,-0.083392,0.012621,-0.093505,0.092645,0.104765,-0.122543,-0.047425,-0.068396,0.051940,-0.047909,0.013788,-0.040752,0.039935,0.100376,-0.017514,-0.150643,0.063662,0.045459,0.148749,-0.030464,0.176641,0.184261,0.032183,0.149972,0.179199,0.021068,-0.234044,0.112470,0.078903,-0.006190,0.186370,-0.072527,0.004757,-0.141323,0.031831,-0.089889,-0.131141,0.084250,-0.136476,0.031986,-0.088914,0.026627,0.131367,-0.038133,0.126526,-0.017233,-0.030606,0.022204,0.013117,0.120908,0.111334,0.096645,-0.147906,-0.050302,0.023090,0.010538,-0.099736,0.135432,0.042334,0.026168,-0.043091,-0.060693,0.060751,0.001533,0.043464,-0.066411,0.111549,-0.143996,-0.023725,0.076525,0.146783,-0.021050,-0.596567,-0.097204,-0.024771,0.131344,0.042053,0.076019,-0.184496,-0.108205,0.025907,0.139603,0.132538,-0.160777,0.174316,-0.046780,0.159708,-0.061331,-0.143725,0.074853,0.112943,0.121673,-0.110755,0.087318,-0.058170,-0.023840,0.037629,0.111495,0.024353,0.134227,-0.076141,0.111947,0.068358,-0.250950,-0.007203,0.077966,-0.069497,-0.096484,0.126072,-0.131616,0.087072,0.096802,-0.101188,-0.095707,-0.256478,-0.045263,0.017528,-0.015033,-0.163586,0.022414,0.073366,-0.008948,-0.057556,-0.010950,-0.151718,0.050726,-0.025911,-0.034822,0.067676,-0.028545,0.045194,-0.025012,-0.007062,0.169250,0.149221,-0.131221,-0.066969,0.032825,0.024674,0.077112,-0.256836,0.064382,-0.007327,0.074911,-0.007301,0.002440,0.059835,-0.074050,0.004126,-0.109007,-0.216253,-0.256225,-0.185059,-0.129009,-0.046526,0.082895,0.002291,0.164451,-0.027698,0.009989,-0.089750,0.024748,-0.087560,0.010369,-0.060028,-0.094751,0.116741,-0.073175,-0.122490,-0.045053,0.124720,-0.126113,-0.142440,0.116561,0.157146,-0.032876,0.121292,0.076128,0.035388,0.047602,0.163798,-0.072614,-0.091284,0.047804,-0.024025,0.142485,0.092824,-0.100576,0.086550,0.168458,-0.229987,0.144983,-0.071435,-0.080483,-0.112296,-0.102357,0.045862,0.076779,-0.121661,0.013238,-0.019939,0.088260,0.125908,0.124308,-0.112223,0.122746,-0.205566,0.087008,-0.129760,0.110209,0.120600,-0.066300,0.010851,0.146325,0.020623,-0.158125,0.093091,0.064589,-0.229740,-0.129195,0.091557,0.101168,-0.033901,0.033547,-0.063514,-0.010747,-0.116413,0.193268,-0.025140,0.048835,0.124639,0.082228,0.182069,0.020343,0.035378,-0.005052,0.107814,0.090410,-0.042833,-0.127955,-0.002269,0.074566,-0.004988,-0.010896,-0.029943,-0.067317,-0.089812,0.017916,-0.148921,-0.006689,-0.068963,-0.108028,0.067740,0.142781,0.064338,0.080533,-0.164609,-0.290967,0.087875,0.121879,-0.051809,-0.118915,0.136666,0.192096,0.199586,-0.251642,0.164935,0.078079,0.149924,-0.009475,0.014759,-0.066029,0.049123,-0.082437,-0.006622,-0.051210,-0.057382,-0.121696,0.102973,-0.031751,-0.024394,-0.062359,0.061994,0.042702,-0.077193,-0.029083,-0.033909,-0.005915,-0.017683,0.058079,-0.058948,-0.072073,0.014611,0.062695,0.041390,-0.016168,0.112459,0.050868,-0.108864,0.093837,-0.197846,-0.080000,0.175521,-0.073100,0.095414,0.030550,-0.032393,0.085009,0.174709,-0.055705,-0.023312,0.010394,0.024470,-0.117831,0.091722,-0.049348,-0.180734,0.096826,-0.567552,0.126141,0.002939,0.001877,-0.115439,0.126627,-0.058075,0.251067,0.112865,-0.070834,-0.016159,-0.046640,-0.135879,-0.093023,-0.135632,-0.021735,-0.146990,-0.024624,0.107423,0.160967,0.045236,-0.060530,0.025614,0.178416,-0.150025,0.035617,-0.010927,0.095441,-0.051986,0.001089,-0.057051,0.034985,-0.321076,-0.176169,-0.008861,0.011143,0.079310,-0.058020,-0.029329,-0.113228,-0.125786,0.202747,0.000353,0.033124,0.067377,-0.042155,-0.111508,-0.088246,0.018438,-0.078752,-0.001493,-0.104800,0.056258,-0.080279,-0.104545,-0.142127,-0.009872,-0.031789,0.013491,0.004825,-0.124275,-0.094912,0.075539,0.137269,-0.002412,-0.121100,0.065877,0.099069,-0.001623,0.070322,-0.130927,-0.126119,0.028165,-0.079214,0.138111,0.069900,0.036589,0.013032,0.081007,0.094133,0.039021,-0.063269,0.064734,0.050746,-0.064859,0.024542,0.077572,-0.083015,-0.037940,-0.103816,0.076982,0.104876,0.089766,-0.022916,0.041690,0.168409,-0.163873,-0.015209,0.083685,-0.012062,-0.010509,1.069082,-0.024897,-0.146292,0.007950,-0.015805,-0.063116,-0.011533,-0.047438,0.033857,-0.102852,0.080286,-0.083017,0.364122,0.035055,0.113674,-0.041308,0.037763,0.017893,-0.011354,0.090176,0.185038,0.091006,-0.024193,-0.091733,0.061154,-0.034899,0.039541,0.017300,0.075973,0.017125,0.183168,0.048119,-0.056440,-0.003620,0.017694,0.122695,0.090944,-0.014055,0.069941,-0.132356,-0.009360,0.061123,0.184913,-0.141848,0.045856,0.116773,-0.038666,-0.137333,-0.051623,-0.110282,0.024513,0.041600,-0.045819,-0.126183,0.120423,-0.150516,-0.136370,0.015062,0.045315
